date,nyse_advancers,nyse_decliners,nyse_ad,nyse_ad_cum,nyse_ad_cum_trend,nyse_mcclellan,nyse_mcclellan_trend,nyse_pct_above_20d,nyse_pct_above_50d,nyse_pct_above_200d,nyse_common_advancers,nyse_common_decliners,nyse_common_ad,nyse_common_ad_cum,nyse_common_ad_cum_trend,nyse_common_mcclellan,nyse_common_mcclellan_trend,nyse_common_pct_above_20d,nyse_common_pct_above_50d,nyse_common_pct_above_200d,nasdaq_advancers,nasdaq_decliners,nasdaq_ad,nasdaq_ad_cum,nasdaq_ad_cum_trend,nasdaq_mcclellan,nasdaq_mcclellan_trend,nasdaq_pct_above_20d,nasdaq_pct_above_50d,nasdaq_pct_above_200d,sp500_advancers,sp500_decliners,sp500_ad,sp500_ad_cum,sp500_ad_cum_trend,sp500_mcclellan,sp500_mcclellan_trend,sp500_pct_above_20d,sp500_pct_above_50d,sp500_pct_above_200d,sp400_advancers,sp400_decliners,sp400_ad,sp400_ad_cum,sp400_ad_cum_trend,sp400_mcclellan,sp400_mcclellan_trend,sp400_pct_above_20d,sp400_pct_above_50d,sp400_pct_above_200d,sp600_advancers,sp600_decliners,sp600_ad,sp600_ad_cum,sp600_ad_cum_trend,sp600_mcclellan,sp600_mcclellan_trend,sp600_pct_above_20d,sp600_pct_above_50d,sp600_pct_above_200d,broad_pct_above_20d,broad_pct_above_50d,broad_pct_above_200d
2024-10-08,748,863,-115.0,18033.0,falling,-64.38232602234976,falling,44.329896907216494,60.21831412977562,65.97938144329896,574,642,-68.0,14241.0,falling,-38.25546981158289,falling,47.219983883964545,60.83803384367445,64.70588235294117,1084,1229,-145.0,-22512.0,falling,-48.68375849325423,falling,40.7986825854261,47.34458624948539,45.450802799505965,321,178,143.0,10643.0,flat,-20.261464913536486,flat,53.69261477045908,71.05788423153693,75.64870259481037,193,203,-10.0,5642.0,flat,-14.271968455359122,flat,48.743718592964825,63.81909547738693,70.10050251256281,273,317,-44.0,3393.0,falling,-24.254335969634393,flat,38.19095477386934,50.083752093802346,64.15410385259631,42.24842424506023,52.629901136118306,53.87882017849437
2024-10-09,961,655,306.0,18339.0,flat,-44.90330657134648,falling,47.39393939393939,62.60606060606061,65.63636363636364,768,453,315.0,14556.0,rising,-20.779171479949177,flat,50.80515297906602,63.848631239935585,64.81481481481481,1229,1104,125.0,-22387.0,falling,-33.52144500672618,falling,40.864197530864196,48.971193415637856,46.04938271604938,378,123,255.0,10898.0,rising,-7.298282976038344,flat,59.2814371257485,75.84830339321357,78.0439121756487,271,123,148.0,5790.0,flat,-6.205882244430173,flat,55.778894472361806,68.34170854271356,69.84924623115577,349,242,107.0,3500.0,flat,-16.39867719000221,flat,37.85594639865997,53.936348408710224,64.15410385259631,43.53628232466756,54.55081999951305,54.064718539606694
2024-10-10,637,971,-334.0,18005.0,falling,-60.02422840788194,falling,43.09090909090909,61.09090909090909,65.39393939393939,453,759,-306.0,14250.0,falling,-36.78304054900261,falling,45.33011272141707,61.43317230273752,64.573268921095,847,1464,-617.0,-23004.0,falling,-57.490059750711055,falling,38.52796052631579,48.19078947368421,45.682565789473685,161,337,-176.0,10722.0,flat,-17.728271004597232,flat,52.29540918163673,72.85429141716567,77.24550898203593,121,275,-154.0,5636.0,flat,-14.378349122863773,flat,48.24120603015075,66.08040201005025,69.59798994974874,174,417,-243.0,3257.0,falling,-27.10009554746668,falling,31.32328308207705,50.083752093802346,63.14907872696818,40.400178258356114,53.48382145748049,53.77031489791484
2024-10-11,1394,230,1164.0,19169.0,flat,2.247504563919648,flat,56.6060606060606,69.81818181818183,67.75757575757576,1095,130,965.0,15215.0,flat,13.267566599701723,flat,61.43317230273752,71.49758454106279,67.23027375201288,1815,513,1302.0,-21702.0,falling,18.254224941935433,flat,52.33990147783252,55.993431855500816,47.783251231527096,433,68,365.0,11087.0,flat,0.49273058600790876,flat,64.07185628742515,78.2435129740519,79.84031936127745,356,40,316.0,5952.0,flat,2.2060834416898203,flat,64.57286432160804,75.37688442211056,71.60804020100502,538,56,482.0,3739.0,falling,0.1356922346385332,flat,52.428810720268004,64.15410385259631,67.16917922948073,54.092999257246085,61.67445258915314,55.99132386065236
2024-10-14,1049,574,475.0,19644.0,flat,21.028598731990428,flat,60.484848484848484,71.69696969696969,68.36363636363636,805,417,388.0,15603.0,rising,27.144497878845428,rising,66.18357487922705,73.59098228663447,67.9549114331723,1310,1024,286.0,-21416.0,falling,32.1243172294385,rising,54.43349753694581,57.88177339901478,48.44006568144499,397,104,293.0,11380.0,rising,12.46922329304526,flat,72.2554890219561,81.63672654690619,82.23552894211576,283,114,169.0,6121.0,flat,9.024742867174695,flat,71.35678391959799,78.14070351758794,72.8643216080402,416,175,241.0,3980.0,flat,11.371612327165295,flat,58.96147403685092,68.67671691792296,67.00167504187606,56.91551487039186,63.54820341963161,56.61190172319292
2024-10-15,818,808,10.0,19654.0,rising,13.731291252030985,flat,60.18181818181818,70.18181818181817,67.27272727272727,606,616,-10.0,15593.0,rising,18.973551633119072,flat,65.21739130434783,73.18840579710145,67.14975845410628,1207,1118,89.0,-21327.0,flat,33.97262454910643,rising,54.575297496922445,57.4887156339762,48.21501846532622,241,259,-18.0,11362.0,rising,7.09677844109698,flat,70.45908183632734,78.84231536926147,81.0379241516966,209,188,21.0,6142.0,rising,7.409572961628392,flat,71.85929648241206,76.13065326633166,72.8643216080402,357,234,123.0,4103.0,flat,15.021465944639857,flat,60.13400335008375,68.50921273031825,66.1641541038526,56.88261276739586,62.71245259747684,56.058054284317386
2024-10-16,1302,328,974.0,20628.0,rising,55.623436900405494,rising,70.9090909090909,73.75757575757575,69.15151515151516,991,236,755.0,16348.0,rising,50.14252483485744,rising,75.1207729468599,76.32850241545893,69.32367149758454,1758,577,1181.0,-20146.0,rising,89.98306418467698,rising,65.38146021328957,62.92042657916325,49.95898277276456,361,140,221.0,11583.0,rising,14.417854200475716,flat,75.0499001996008,79.44111776447106,82.03592814371258,314,83,231.0,6373.0,rising,16.491554827578156,flat,77.38693467336684,79.14572864321609,74.87437185929649,506,88,418.0,4521.0,rising,32.816983457857404,rising,74.87437185929649,74.37185929648241,68.34170854271356,67.65385316011333,67.37554717457621,57.8489771680643
2024-10-17,773,844,-71.0,20557.0,rising,38.913104245263696,rising,68.54545454545455,73.0909090909091,68.78787878787878,599,620,-21.0,16327.0,rising,37.74128429816946,rising,73.34943639291465,76.08695652173914,69.00161030595812,1070,1238,-168.0,-20314.0,rising,69.97207475216644,rising,63.248564397046756,61.48482362592289,49.58982772764561,237,262,-25.0,11558.0,rising,8.305284703742146,flat,70.05988023952095,77.24550898203593,81.0379241516966,197,200,-3.0,6370.0,rising,12.47419154882732,flat,76.88442211055276,77.63819095477386,74.62311557788944,298,290,8.0,4529.0,rising,27.368066014369127,rising,73.53433835845897,74.20435510887772,67.67169179229481,65.43074818557551,66.26623514105223,57.498935642141674
2024-10-18,861,750,111.0,20668.0,rising,33.531204303891116,rising,68.78787878787878,71.69696969696969,69.0909090909091,597,615,-18.0,16309.0,rising,27.099517217810387,rising,71.90016103059581,73.67149758454107,69.00161030595812,1281,1045,236.0,-20078.0,rising,72.71281841360906,rising,66.27049180327869,63.23770491803279,50.1639344262295,316,184,132.0,11690.0,rising,10.887511360516243,flat,73.05389221556887,78.64271457085829,81.83632734530939,199,197,2.0,6372.0,rising,9.226974987751213,flat,74.62311557788944,78.14070351758794,74.87437185929649,233,360,-127.0,4402.0,rising,15.822401270114796,flat,69.84924623115577,68.34170854271356,67.67169179229481,67.30059351325856,66.69919223295972,57.90875438680832
2024-10-21,283,1345,-1062.0,19606.0,rising,-29.88797616750189,falling,53.63636363636364,62.84848484848485,65.57575757575758,213,1014,-801.0,15508.0,rising,-21.284691221985668,flat,56.19967793880838,65.29790660225443,65.05636070853463,669,1675,-1006.0,-21084.0,rising,12.592590152074472,flat,55.34616960262188,57.10774272839001,48.95534616960262,86,412,-326.0,11364.0,rising,-9.859122404744504,flat,61.477045908183634,72.2554890219561,79.84031936127745,64,334,-270.0,6102.0,rising,-7.1955300469076136,flat,56.78391959798995,69.34673366834171,71.85929648241206,65,528,-463.0,3939.0,rising,-10.92825409257323,flat,47.403685092127304,54.773869346733676,64.99162479061977,54.645372998123285,59.46069544025164,55.767538961450626
2024-10-22,589,1022,-433.0,19173.0,rising,-52.51193558970539,falling,48.90909090909091,58.84848484848485,65.15151515151516,420,798,-378.0,15130.0,rising,-41.396765981901375,falling,50.48309178743962,60.46698872785829,64.4122383252818,1037,1274,-237.0,-21321.0,rising,-0.42316796229797937,flat,54.2997542997543,55.85585585585585,49.01719901719901,187,312,-125.0,11239.0,rising,-17.49819866201871,flat,56.4870259481038,67.46506986027944,78.2435129740519,138,259,-121.0,5981.0,rising,-13.750794201306375,flat,52.26130653266332,65.32663316582915,69.34673366834171,224,366,-142.0,3797.0,rising,-17.695423157208626,flat,45.22613065326633,50.083752093802346,64.321608040201,52.08548639502234,57.085107591481886,55.644527750596076
2024-10-23,522,1095,-573.0,18600.0,flat,-78.59286121774086,falling,43.93939393939394,54.90909090909091,64.36363636363637,376,844,-468.0,14662.0,flat,-62.885606071719806,falling,44.76650563607085,56.68276972624798,64.09017713365539,686,1642,-956.0,-22277.0,flat,-47.49952531027494,falling,47.3017170891251,51.103843008994275,47.097301717089124,181,314,-133.0,11106.0,flat,-24.342117868678063,flat,51.09780439121756,66.26746506986028,76.64670658682635,126,270,-144.0,5837.0,flat,-20.436791082310783,flat,47.23618090452261,59.2964824120603,69.09547738693468,180,408,-228.0,3569.0,flat,-27.692875591685848,falling,40.871021775544385,46.231155778894475,63.31658291457286,45.92354813269537,52.66356058933807,54.174529378297464
2024-10-24,907,708,199.0,18799.0,rising,-61.89908832362249,falling,45.30587522713507,55.42095699576014,64.32465172622653,689,528,161.0,14823.0,rising,-49.49413631815595,falling,46.50040225261464,56.878519710378114,64.03861625100564,1131,1211,-80.0,-22357.0,rising,-43.712313216243864,falling,46.62852472415202,50.91949325704945,47.118921127911726,252,247,5.0,11111.0,rising,-23.171958201028417,flat,49.9001996007984,64.27145708582835,75.44910179640718,219,177,42.0,5879.0,flat,-16.751134460158,flat,48.99497487437186,61.80904522613066,69.59798994974874,350,241,109.0,3678.0,rising,-19.25223304520544,flat,41.37353433835846,47.571189279731996,63.98659966499163,46.08870189431064,52.75670931416792,54.14122461951607
2024-10-25,516,1109,-593.0,18206.0,falling,-86.91641705753318,falling,38.098122350090854,50.93882495457298,62.931556632344034,405,821,-416.0,14407.0,falling,-66.64695899726809,falling,39.98390989541432,53.419147224456964,62.51005631536605,1063,1283,-220.0,-22577.0,falling,-47.25568530976608,falling,45.79248366013072,49.060457516339866,47.099673202614376,155,342,-187.0,10924.0,flat,-31.65561189418283,falling,41.91616766467065,58.88223552894212,74.6506986027944,148,249,-101.0,5778.0,flat,-20.66614237591658,flat,42.96482412060301,58.040201005025125,68.34170854271356,221,373,-152.0,3526.0,flat,-24.989222502738663,flat,36.515912897822446,44.388609715242886,63.14907872696818,42.643821577830344,49.82911706988528,53.57834622535693
2024-10-28,1211,422,789.0,18995.0,falling,-38.77165103973914,falling,48.48668280871671,55.932203389830505,65.37530266343826,952,277,675.0,15082.0,falling,-26.429387592922623,falling,50.964630225080384,58.922829581993575,65.5144694533762,1688,661,1027.0,-21550.0,flat,12.301009976821256,flat,57.002858309514096,56.022866476112696,49.407921600653324,356,145,211.0,11135.0,flat,-18.850857742358937,flat,50.69860279441117,61.27744510978044,76.24750499001996,315,83,232.0,6010.0,flat,-7.2601434320105795,flat,54.52261306532663,65.82914572864321,70.85427135678391,500,92,408.0,3934.0,flat,-1.7694023764158793,flat,52.17391304347826,53.01003344481605,65.55183946488295,53.510413660392516,55.98568595881013,55.95607159450763
2024-10-29,556,1069,-513.0,18482.0,falling,-62.51401783932654,falling,44.85472154963681,52.360774818401936,63.68038740920097,425,798,-373.0,14709.0,falling,-44.31121710424263,falling,46.94533762057878,55.14469453376206,63.9871382636656,1076,1267,-191.0,-21741.0,falling,2.260479396969327,flat,55.02040816326531,55.673469387755105,48.734693877551024,169,331,-162.0,10973.0,falling,-26.458538653837714,falling,44.11177644710579,56.4870259481038,74.8502994011976,164,229,-65.0,5945.0,flat,-10.611713617810898,flat,53.768844221105525,64.82412060301507,69.09547738693468,244,349,-105.0,3829.0,flat,-7.557609156527819,flat,51.83946488294314,51.17056856187291,63.21070234113713,50.857293055617546,54.316834136948934,54.855347100567954
2024-10-30,807,812,-5.0,18477.0,falling,-57.10117136377714,falling,44.67312348668281,52.54237288135594,63.31719128329297,615,604,11.0,14720.0,falling,-40.178625250900026,falling,46.22186495176849,55.70739549839229,63.58520900321544,951,1402,-451.0,-22192.0,falling,-19.335476645788916,flat,51.42857142857142,52.816326530612244,48.244897959183675,238,260,-22.0,10951.0,falling,-25.83081313988288,falling,43.31337325349301,57.28542914171657,74.05189620758483,195,202,-7.0,5938.0,falling,-10.524247558581116,flat,49.497487437185924,61.30653266331658,68.34170854271356,300,293,7.0,3836.0,falling,-6.86873790774089,flat,50.50167224080268,51.00334448160535,63.04347826086957,48.67502907763546,52.70466214034387,54.38841328942863
2024-10-31,342,1286,-944.0,17533.0,falling,-99.13768177036353,falling,31.719128329297817,44.12832929782083,60.95641646489104,264,961,-697.0,14023.0,falling,-71.84436609003761,falling,34.08360128617363,47.266881028938904,61.09324758842444,548,1816,-1268.0,-23460.0,falling,-78.55334167911829,falling,39.3469387755102,46.53061224489796,45.795918367346935,133,367,-234.0,10717.0,falling,-35.76495375975209,falling,33.13373253493014,50.0998003992016,71.25748502994011,62,333,-271.0,5667.0,falling,-23.59684284014675,flat,34.67336683417086,50.25125628140703,64.82412060301507,89,506,-417.0,3419.0,falling,-27.445409300489363,falling,35.28428093645485,42.14046822742475,59.86622073578596,36.236198443237214,45.5509237083645,51.9786064692512
2024-11-01,765,861,-96.0,17437.0,falling,-92.18320975914305,falling,33.65617433414044,44.43099273607748,61.016949152542374,621,604,17.0,14040.0,falling,-62.85935267705004,falling,37.21864951768489,48.39228295819936,61.81672025723473,1322,1027,295.0,-23165.0,falling,-50.64184957421932,falling,42.734693877551024,47.755102040816325,46.12244897959184,244,256,-12.0,10705.0,falling,-32.97981922094149,falling,34.5309381237525,51.69660678642715,71.8562874251497,224,172,52.0,5719.0,falling,-18.50592759168463,flat,38.19095477386934,52.26130653266332,64.57286432160804,338,257,81.0,3500.0,falling,-20.001236294786853,flat,40.96989966555184,43.812709030100336,60.86956521739131,39.02106550583137,46.395353178047685,52.21514263524406
2024-11-04,941,688,253.0,17690.0,falling,-68.32622014075385,falling,34.80629539951574,46.06537530266343,61.077481840193705,687,544,143.0,14183.0,falling,-48.56286944556043,falling,37.78135048231511,49.59807073954984,61.41479099678456,1132,1216,-84.0,-23249.0,falling,-45.47431457665958,falling,42.39086087311302,48.225214198286416,46.185230518155855,268,231,37.0,10742.0,falling,-27.98363009415373,falling,33.73253493013972,51.29740518962076,73.05389221556887,221,177,44.0,5763.0,falling,-14.460665416291096,flat,39.19597989949749,53.266331658291456,64.07035175879398,363,229,134.0,3634.0,falling,-10.886462193437279,flat,41.47157190635451,45.9866220735786,61.53846153846154,39.28418318729708,47.34053289052433,52.2851745472229
2024-11-05,1369,254,1115.0,18805.0,falling,-4.486862916327297,flat,49.818401937046005,54.23728813559322,63.61985472154964,1062,166,896.0,15079.0,flat,1.553438064590992,flat,53.456591639871384,58.19935691318327,64.30868167202573,1777,592,1185.0,-22064.0,falling,22.621299419137287,flat,51.978784169726644,54.385964912280706,48.1844145246838,445,56,389.0,11131.0,flat,-5.9719702402794255,flat,47.50499001996008,57.48502994011976,74.45109780439122,341,55,286.0,6049.0,flat,1.1703370707518346,flat,54.52261306532663,62.311557788944725,66.33165829145729,535,60,475.0,4109.0,rising,14.011101974183799,flat,58.026755852842804,58.69565217391305,64.54849498327759,51.10045241530764,54.325518417149496,54.45989534620516
2024-11-06,1233,400,833.0,19638.0,rising,36.01822182513905,rising,66.16222760290556,65.85956416464892,68.82566585956417,1001,229,772.0,15851.0,rising,38.19511379544751,rising,72.34726688102894,71.86495176848875,70.81993569131832,1732,650,1082.0,-20982.0,rising,75.57994288844793,rising,63.81068951448389,62.26030191758466,52.63157894736842,344,156,188.0,11319.0,flat,2.8278587859845032,flat,62.6746506986028,64.67065868263472,76.84630738522954,332,65,267.0,6316.0,rising,13.578992511819784,flat,74.37185929648241,75.62814070351759,74.62311557788944,545,53,492.0,4601.0,rising,36.07846382762891,rising,81.10367892976589,76.92307692307693,73.41137123745818,64.76711833102003,63.72421107062474,59.2181154175093
2024-11-07,810,831,-21.0,19617.0,rising,27.769978169967075,rising,67.37288135593221,66.88861985472155,68.58353510895884,523,712,-189.0,15662.0,rising,21.282770976352595,flat,71.94533762057877,71.30225080385853,70.17684887459808,1083,1262,-179.0,-21161.0,rising,57.4316833402663,rising,63.11709506323949,63.11709506323949,52.264381884944925,275,226,49.0,11368.0,flat,3.3875733095102376,flat,63.67265469061876,67.06586826347305,76.64670658682635,168,229,-61.0,6255.0,rising,7.720497951373783,flat,75.62814070351759,76.13065326633166,74.87437185929649,214,383,-169.0,4432.0,rising,21.715665893186333,flat,79.93311036789298,75.58528428093646,71.73913043478261,64.86916362979964,64.66979756771066,58.98282906021006
2024-11-08,938,691,247.0,19864.0,rising,33.978879953945196,rising,66.64648910411623,66.4043583535109,68.52300242130751,745,480,265.0,15927.0,rising,29.41630401114469,rising,71.78456591639872,70.98070739549838,69.85530546623794,1300,1050,250.0,-20911.0,rising,63.07776300986967,rising,62.17870257037944,63.19869441044471,52.71317829457365,328,172,156.0,11524.0,rising,9.199191360577196,flat,66.06786427145708,68.06387225548902,76.84630738522954,250,146,104.0,6359.0,rising,10.922882612435583,flat,75.37688442211056,75.62814070351759,75.37688442211056,374,215,159.0,4591.0,rising,25.726895329771992,rising,79.4314381270903,77.09030100334448,73.07692307692307,64.00781145790324,64.51109113405738,59.18570996143705
2024-11-11,1070,556,514.0,20378.0,rising,52.46759657947676,rising,68.58353510895884,66.70702179176754,69.12832929782083,867,356,511.0,16438.0,rising,48.52339323583621,rising,74.03536977491962,72.42765273311898,71.38263665594855,1458,898,560.0,-20351.0,rising,83.08977231233119,rising,63.60669114647083,64.2594859241126,53.365973072215425,312,189,123.0,11647.0,rising,12.472128837436557,flat,67.06586826347305,67.06586826347305,76.04790419161677,275,121,154.0,6513.0,rising,16.10630708458124,flat,76.88442211055276,78.14070351758794,75.87939698492463,443,150,293.0,4884.0,rising,35.72786202140387,rising,81.10367892976589,77.75919732441471,74.08026755852842,65.63892326174093,65.2589066475699,59.80233450436871
2024-11-12,381,1247,-866.0,19512.0,rising,-0.9868886885911152,flat,62.28813559322034,62.348668280871664,66.46489104116223,300,927,-627.0,15811.0,rising,7.717337556768264,flat,68.2475884244373,68.97106109324758,69.29260450160771,723,1644,-921.0,-21272.0,rising,25.734591404374157,rising,59.176182707993476,60.76672104404568,51.876019575856446,149,351,-202.0,11445.0,rising,-1.0418702640358717,flat,65.46906187624751,64.47105788423154,74.25149700598801,101,294,-193.0,6320.0,rising,3.1076034728428716,flat,69.84924623115577,74.12060301507537,73.61809045226131,112,480,-368.0,4516.0,rising,11.050049232642117,flat,75.58528428093646,73.07692307692307,71.57190635451505,60.444332719795554,61.41137939236926,57.82112163981585
2024-11-13,660,961,-301.0,19211.0,rising,-18.435539149346205,flat,60.41162227602905,60.83535108958837,66.46489104116223,491,731,-240.0,15571.0,rising,-7.860426736618663,flat,65.91639871382637,67.20257234726688,68.89067524115757,740,1618,-878.0,-22150.0,flat,-21.282761228950996,flat,54.83081940481044,57.43986954749286,50.3057480635956,260,237,23.0,11468.0,rising,-1.341130144474615,flat,64.67065868263472,65.26946107784431,74.45109780439122,145,253,-108.0,6212.0,flat,-3.7718261325576456,flat,68.09045226130654,71.85929648241206,74.37185929648241,174,420,-246.0,4270.0,rising,-4.0047309479124,flat,73.57859531772574,71.07023411371237,69.89966555183946,57.10437594018248,58.823150668311364,56.888801787303954
2024-11-14,550,1085,-535.0,18676.0,rising,-44.96195759754508,falling,57.6271186440678,58.71670702179177,64.76997578692493,395,835,-440.0,15131.0,rising,-31.140113073781396,falling,63.022508038585215,64.71061093247589,67.7652733118971,726,1633,-907.0,-23057.0,rising,-62.82618392429926,falling,50.34651447207501,53.85242560130452,48.83815735833673,143,358,-215.0,11253.0,rising,-13.490291691527371,flat,61.876247504990026,61.477045908183634,74.45109780439122,99,296,-197.0,6015.0,rising,-14.084879314512303,flat,62.8140703517588,66.08040201005025,70.60301507537689,149,444,-295.0,3975.0,rising,-19.30654434754695,flat,69.7324414715719,69.7324414715719,67.89297658862876,53.32693205374958,55.843687524813944,55.36007101150191
2024-11-15,561,1062,-501.0,18175.0,rising,-65.7172355827674,falling,54.842615012106535,55.205811138014525,62.95399515738499,412,812,-400.0,14731.0,rising,-48.88854432668663,falling,59.967845659163984,61.2540192926045,65.43408360128618,568,1796,-1228.0,-24285.0,falling,-114.08167940920052,falling,43.701589889930695,47.81899714635141,46.10680799021606,183,316,-133.0,11120.0,rising,-19.710373355799838,flat,57.48502994011976,58.08383233532935,71.05788423153693,110,284,-174.0,5841.0,flat,-21.682115388510972,flat,56.53266331658291,59.798994974874375,66.58291457286433,166,426,-260.0,3715.0,flat,-30.54306208249676,falling,64.38127090301003,66.05351170568562,66.72240802675586,48.23680026697895,50.82596958389072,52.964842796415006
2024-11-18,971,660,311.0,18486.0,rising,-42.53441208221865,falling,56.90072639225182,57.384987893462466,64.28571428571429,702,529,173.0,14904.0,rising,-35.16901032628717,falling,60.77170418006431,62.62057877813505,66.55948553054662,1040,1330,-290.0,-24575.0,falling,-110.4347196517451,falling,42.4378312270689,47.65593151243375,45.943742356298415,330,170,160.0,11280.0,rising,-10.279991311973804,flat,60.47904191616767,60.47904191616767,72.65469061876247,210,185,25.0,5866.0,flat,-18.119341654837285,flat,56.78391959798995,60.050251256281406,67.58793969849246,280,310,-30.0,3685.0,flat,-28.497569435466367,falling,63.54515050167224,65.7190635451505,65.7190635451505,48.333602787782056,51.621962743990316,53.420812143071046
2024-11-19,838,795,43.0,18529.0,flat,-35.900425928838374,falling,57.32445520581114,56.65859564164649,64.10411622276028,581,650,-69.0,14835.0,flat,-35.3629637043142,falling,59.565916398713824,60.20900321543409,66.15755627009646,1287,1052,235.0,-24340.0,falling,-80.514395460862,falling,43.742356298410115,48.471259682022016,46.10680799021606,208,293,-85.0,11195.0,flat,-14.415614707942675,flat,58.28343313373253,56.886227544910184,72.0558882235529,171,226,-55.0,5811.0,flat,-18.98257340427209,flat,57.03517587939698,60.80402010050251,66.83417085427136,298,294,4.0,3689.0,falling,-24.906185375078046,flat,62.374581939799334,65.21739130434783,65.38461538461539,49.32633603551633,51.83730188294517,53.50600344433105
2024-11-20,842,775,67.0,18596.0,falling,-28.84886563805404,falling,57.14285714285714,57.506053268765136,64.5278450363196,691,524,167.0,15002.0,falling,-23.551979024005735,flat,60.04823151125402,62.057877813504824,66.2379421221865,1157,1203,-46.0,-24386.0,falling,-68.57994630035263,falling,43.78312270688952,48.18589482266613,46.677537708927844,304,196,108.0,11303.0,flat,-8.229494637956345,flat,58.48303393213573,59.48103792415169,72.2554890219561,222,171,51.0,5862.0,falling,-14.32572368301749,flat,58.5427135678392,60.050251256281406,68.5929648241206,319,268,51.0,3740.0,falling,-19.361021076570644,flat,61.53846153846154,65.55183946488295,66.05351170568562,49.21502881273806,51.975358289435576,53.935256328086126
2024-11-21,1370,257,1113.0,19709.0,flat,29.62446273875684,rising,66.94915254237289,62.28813559322034,66.88861985472155,1061,166,895.0,15897.0,flat,23.064172772778036,flat,70.4983922829582,66.63987138263666,68.89067524115757,1659,705,954.0,-23432.0,falling,-8.033092536615356,flat,49.3681206685691,51.28414186710151,48.104362005707294,436,65,371.0,11674.0,rising,10.250785495071753,flat,70.25948103792416,64.67065868263472,74.25149700598801,357,41,316.0,6178.0,flat,2.977511447070281,flat,70.10050251256281,67.08542713567839,71.35678391959799,518,76,442.0,4182.0,flat,5.026899504036042,flat,71.23745819397993,69.7324414715719,68.22742474916387,56.53533160785218,55.77010974292094,55.76208877101579
2024-11-22,1303,318,985.0,20694.0,rising,73.07103618723636,rising,73.54721549636804,66.4043583535109,69.0677966101695,1019,203,816.0,16713.0,rising,58.85566169516429,rising,77.491961414791,71.46302250803859,71.06109324758843,1739,635,1104.0,-22328.0,falling,51.274632894063096,rising,55.54197229013855,54.07497962510187,49.511002444987774,373,125,248.0,11922.0,rising,19.85017108133541,flat,75.64870259481037,66.46706586826348,75.249500998004,356,41,315.0,6493.0,flat,17.706889926059976,flat,80.15075376884423,73.61809045226131,74.37185929648241,528,60,468.0,4650.0,flat,27.153437102934575,rising,79.93311036789298,75.58528428093646,70.90301003344482,62.847729295720036,59.07771377247384,57.4463124178938
2024-11-25,1196,441,755.0,21449.0,rising,98.35250130475015,rising,80.56900726392251,70.15738498789347,71.06537530266344,936,297,639.0,17352.0,rising,80.3131064153287,rising,85.12861736334405,75.80385852090032,73.47266881028939,1604,774,830.0,-21498.0,falling,88.02636497282286,rising,61.858190709046454,58.557457212713935,51.303993480032595,377,123,254.0,12176.0,rising,28.258394902184172,rising,83.63273453093812,71.25748502994011,79.04191616766467,332,65,267.0,6760.0,flat,27.811974075965864,rising,88.69346733668341,78.89447236180904,77.1356783919598,495,102,393.0,5043.0,flat,42.18585956447815,rising,87.62541806020067,81.10367892976589,74.08026755852842,69.48698440775931,63.286991899630216,59.36112474868682
2024-11-26,589,1030,-441.0,21008.0,rising,59.67639147370072,rising,74.818401937046,67.91767554479419,69.61259079903148,431,788,-357.0,16995.0,rising,48.45765611899262,rising,79.5016077170418,73.23151125401928,72.10610932475883,937,1436,-499.0,-21997.0,falling,52.55896407529835,rising,58.85947046843177,57.31160896130346,50.224032586558046,281,219,62.0,12238.0,rising,25.706134294498938,rising,81.437125748503,72.2554890219561,78.0439121756487,135,259,-124.0,6636.0,rising,16.762761153755577,flat,81.4070351758794,76.38190954773869,75.37688442211056,166,426,-260.0,4783.0,flat,22.177651471275517,flat,81.60535117056857,77.25752508361204,71.90635451505017,65.33179262466585,61.61301722750374,58.08727801391137
2024-11-27,855,765,90.0,21098.0,rising,52.85993561078493,rising,76.75544794188862,68.52300242130751,70.09685230024213,603,617,-14.0,16981.0,rising,38.128957835030306,rising,80.38585209003215,73.63344051446946,72.34726688102894,1291,1064,227.0,-21770.0,rising,58.2715414875384,rising,62.443991853360494,58.248472505091655,50.95723014256619,260,238,22.0,12260.0,rising,21.395420803455565,flat,81.83632734530939,73.05389221556887,78.64271457085829,155,236,-81.0,6555.0,rising,9.381870299496999,flat,82.41206030150754,76.88442211055276,75.62814070351759,285,307,-22.0,4761.0,rising,16.85974529423089,flat,83.27759197324414,77.25752508361204,72.40802675585284,68.27658527811913,62.43582809358717,58.757528984185065
2024-11-29,969,639,330.0,21428.0,rising,58.76756616993801,rising,78.38983050847457,69.55205811138015,70.52058111380146,754,458,296.0,17277.0,rising,44.60727601306738,rising,81.9935691318328,74.7588424437299,72.7491961414791,1435,910,525.0,-21245.0,rising,77.76443746756594,rising,65.96091205211727,60.99348534201955,52.15798045602605,303,196,107.0,12367.0,rising,21.85278366459621,flat,85.22954091816366,73.65269461077844,78.64271457085829,230,165,65.0,6620.0,rising,10.324299267608424,flat,82.91457286432161,77.1356783919598,75.87939698492463,333,257,76.0,4837.0,rising,17.128636786386586,flat,82.94314381270902,77.92642140468227,73.24414715719062,71.0167432886016,64.47493867192894,59.627512926985546
